Constabulary,Crime type,Longitude,Latitude,Count
Cleveland Police,Anti-social behaviour,-1.3342,54.5421,5
Cleveland Police,Anti-social behaviour,-1.334,54.5844,2
Cleveland Police,Anti-social behaviour,-1.3339,54.5671,1
Cleveland Police,Anti-social behaviour,-1.3339,54.5779,1
Cleveland Police,Anti-social behaviour,-1.3339,54.593,2
Cleveland Police,Anti-social behaviour,-1.3336,54.4842,1
Cleveland Police,Anti-social behaviour,-1.3336,54.5865,2
Cleveland Police,Anti-social behaviour,-1.3335,54.5896,1
Cleveland Police,Anti-social behaviour,-1.3331,54.5207,1
Cleveland Police,Anti-social behaviour,-1.3329,54.5007,1
Cleveland Police,Anti-social behaviour,-1.3329,54.5739,4
Cleveland Police,Anti-social behaviour,-1.3329,54.5824,3
Cleveland Police,Anti-social behaviour,-1.3327,54.6265,1
Cleveland Police,Anti-social behaviour,-1.3326,54.5665,13
Cleveland Police,Anti-social behaviour,-1.3326,54.5724,2
Cleveland Police,Anti-social behaviour,-1.3324,54.549,2
Cleveland Police,Anti-social behaviour,-1.3324,54.5554,1
Cleveland Police,Anti-social behaviour,-1.3324,54.5901,1
Cleveland Police,Anti-social behaviour,-1.3323,54.4829,3
Cleveland Police,Anti-social behaviour,-1.3323,54.585,3
Cleveland Police,Anti-social behaviour,-1.3323,54.5855,1
Cleveland Police,Anti-social behaviour,-1.3323,54.5883,1
Cleveland Police,Anti-social behaviour,-1.3322,54.5026,1
Cleveland Police,Anti-social behaviour,-1.3322,54.5545,3
Cleveland Police,Anti-social behaviour,-1.3321,54.6294,2
Cleveland Police,Anti-social behaviour,-1.3318,54.5547,1
Cleveland Police,Anti-social behaviour,-1.3317,54.5952,1
Cleveland Police,Anti-social behaviour,-1.3316,54.5694,2
Cleveland Police,Anti-social behaviour,-1.3315,54.571,1
Cleveland Police,Anti-social behaviour,-1.3315,54.5834,2
Cleveland Police,Anti-social behaviour,-1.3314,54.5804,5
Cleveland Police,Anti-social behaviour,-1.331,54.5714,3
Cleveland Police,Anti-social behaviour,-1.3308,54.5778,53
Cleveland Police,Anti-social behaviour,-1.3306,54.5573,12
Cleveland Police,Anti-social behaviour,-1.3305,54.5552,1
Cleveland Police,Anti-social behaviour,-1.3304,54.5243,4
Cleveland Police,Anti-social behaviour,-1.3304,54.5684,1
Cleveland Police,Anti-social behaviour,-1.3302,54.5145,2
Cleveland Police,Anti-social behaviour,-1.3302,54.5868,75
Cleveland Police,Anti-social behaviour,-1.3302,54.5915,1
Cleveland Police,Anti-social behaviour,-1.3301,54.5809,9
Cleveland Police,Anti-social behaviour,-1.3299,54.5599,2
Cleveland Police,Anti-social behaviour,-1.3297,54.5551,5
